"Name","Family","Series","Form Factor","# of CPU Cores","# of Threads","Max. Boost Clock","Base Clock","L2 Cache","L3 Cache","Default TDP","L1 Cache","AMD Configurable TDP (cTDP)","Processor Technology for CPU Cores","Unlocked for Overclocking","CPU Socket","Thermal Solution (PIB)","Recommended Cooler","Thermal Solution (MPK)","Max. Operating Temperature (Tjmax)","Launch Date","*OS Support","PCI Express® Version","System Memory Type","Memory Channels","System Memory Specification","Graphics Model","Graphics Core Count","Graphics Frequency","AMD Ryzen™ AI","Product ID Boxed","Product ID Tray","Product ID MPK","Supported Technologies"
"AMD Ryzen™ 7 5800X","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","8","16","Up to 4.7 GHz","3.8 GHz","4 MB","32 MB","105W","","","TSMC 7nm FinFET","Yes","AM4","Not Included","Premium air cooler recommended for optimal performance","","90°C","11/5/2020","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR4","","Up to 3200 MT/s","Discrete Graphics Card Required","","","","100-100000063WOF","100-000000063","","AMD StoreMI Technology , AMD Zen 3 Core Architecture , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 7 5800U","Ryzen","Ryzen 5000 Series","Laptops , Desktops","8","16","Up to 4.4 GHz","1.9 GHz","4 MB","16 MB","15W","","10-25W","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","8","2000 MHz","","","100-000000285","","AMD Zen 3 Core Architecture"
"AMD Ryzen™ 7 5800HS","Ryzen","Ryzen 5000 Series","Laptops , Desktops","8","16","Up to 4.4 GHz","2.8 GHz","4 MB","16 MB","35W","","","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","8","2000 MHz","","","100-000000295","","AMD Zen 3 Core Architecture"
"AMD Ryzen™ 7 5800H","Ryzen","Ryzen 5000 Series","Laptops , Desktops","8","16","Up to 4.4 GHz","3.2 GHz","4 MB","16 MB","45W","","35-54W","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","8","2000 MHz","","","100-000000295","","AMD Zen 3 Core Architecture"
"AMD Ryzen™ 7 5800 (OEM Only)","Ryzen","Ryzen 5000 Series","Desktops","8","16","Up to 4.6 GHz","3.4 GHz","4 MB","32 MB","65W","","","TSMC 7nm FinFET","Yes","AM4","","","","95°C","1/12/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR4","","Up to 3200 MT/s","Discrete Graphics Card Required","","","","","100-000000456","","AMD Zen 3 Core Architecture , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 7 5705GE","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","8","16","Up to 4.6 GHz","3.2 GHz","4 MB","16 MB","35W","","","TSMC 7nm FinFET","Yes","AM4","","","","95°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","8","2000 MHz","","","100-000001803","",""
"AMD Ryzen™ 7 5705G","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","8","16","Up to 4.6 GHz","3.8 GHz","4 MB","16 MB","65W","","45-65WW","TSMC 7nm FinFET","Yes","AM4","","","","95°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","8","2000 MHz","","","100-000001800","",""
"AMD Ryzen™ 7 5700X3D","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","8","16","Up to 4.1 GHz","3 GHz","4 MB","96 MB","105W","512 KB","","TSMC 7nm FinFET","","AM4","Not Included","","","90°C","01/08/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR4","2","","Discrete Graphics Card Required","","","","100-100001503WOF , 100-100001503","100-000001503","","AMD StoreMI Technology , AMD Zen 3 Core Architecture , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 7 5700X","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","8","16","Up to 4.6 GHz","3.4 GHz","4 MB","32 MB","65W","512 KB","","TSMC 7nm FinFET","Yes","AM4","Not Included","","","90°C","04/04/2022","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR4","2","Up to 3200 MT/s","Discrete Graphics Card Required","","","","100-100000926WOF","100-000000926","","AMD StoreMI Technology , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 7 5700U","Ryzen","Ryzen 5000 Series","Laptops , Desktops","8","16","Up to 4.3 GHz","1.8 GHz","4 MB","8 MB","15W","","10-25W","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","8","1900 MHz","","","100-000000371","",""
"AMD Ryzen™ 7 5700GE","Ryzen","Ryzen 5000 Series","Desktops","8","16","Up to 4.6 GHz","3.2 GHz","4 MB","16 MB","35W","","","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","95°C","4/13/2021","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™  Graphics","8","2000 MHz","","","100-000000260","100-100000260MPK",""
"AMD Ryzen™ 7 5700G","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","8","16","Up to 4.6 GHz","3.8 GHz","4 MB","16 MB","65W","","45-65W","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","95°C","4/13/2021","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™  Graphics","8","2000 MHz","","100-100000263BOX","100-000000263","100-100000263MPK",""
"AMD Ryzen™ 7 5700","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","8","16","Up to 4.6 GHz","3.7 GHz","4 MB","16 MB","65W","512 KB","45-65W","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","95°C","01/31/2024","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit , Windows 11 - 64-Bit Edition","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Discrete Graphics Card Required","","","","100-000000743BOX","100-000000743","100-000000743MPK","AMD StoreMI Technology , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 5 5625U","Ryzen","Ryzen 5000 Series","Laptops , Desktops","6","12","Up to 4.3 GHz","2.3 GHz","3 MB","16 MB","15W","384 KB","","TSMC 7nm FinFET","No","FP6","","","","95°C","01/30/2022","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","","AMD Radeon™ Graphics","7","1800 MHz","","","100-000000583","",""
"AMD Ryzen™ 5 5625C","Ryzen","Ryzen 5000 Series","Laptops , Desktops","6","12","Up to 4.3 GHz","2.3 GHz","3 MB","16 MB","15W","384 KB","","TSMC 7nm FinFET","No","FP6","","","","95°C","","ChromeOS","PCIe® 3.0","DDR4","2","","AMD Radeon™ Graphics","7","","","","","",""
"AMD Ryzen™ 5 5605GE","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.4 GHz","3.4 GHz","3 MB","16 MB","35W","","","TSMC 7nm FinFET","Yes","AM4","","","","95°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","7","1900 MHz","","","100-000001804","",""
"AMD Ryzen™ 5 5605G","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.4 GHz","3.9 GHz","3 MB","16 MB","65W","","45-65WW","TSMC 7nm FinFET","Yes","AM4","","","","95°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","7","1900 MHz","","","100-000001801","",""
"AMD Ryzen™ 5 5600X3D","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.4 GHz","3.3 GHz","3 MB","96 MB","105W","384 KB","","TSMC 7nm FinFET","","AM4","Not Included","","","90°C","07/07/2023","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR4","2","","Discrete Graphics Card Required","","","","100-100001176WOF","100-000001176","","AMD 3D V-Cache™ Technology , Windows® 11 Gaming , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 5 5600X","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.6 GHz","3.7 GHz","3 MB","32 MB","65W","","","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","95°C","11/5/2020","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR4","","Up to 3200 MT/s","Discrete Graphics Card Required","","","","100-100000065BOX","100-000000065","100-100000065MPK","AMD Zen 3 Core Architecture , AMD StoreMI Technology , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 5 5600U","Ryzen","Ryzen 5000 Series","Laptops , Desktops","6","12","Up to 4.2 GHz","2.3 GHz","3 MB","16 MB","15W","","10-25W","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","7","1800 MHz","","","100-000000287","","AMD Zen 3 Core Architecture"
"AMD Ryzen™ 5 5600HS","Ryzen","Ryzen 5000 Series","Laptops , Desktops","6","12","Up to 4.2 GHz","3 GHz","3 MB","16 MB","35W","","","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","7","1800 MHz","","","100-000000296","","AMD Zen 3 Core Architecture"
"AMD Ryzen™ 5 5600H","Ryzen","Ryzen 5000 Series","Laptops , Desktops","6","12","Up to 4.2 GHz","3.3 GHz","3 MB","16 MB","45W","","35-54W","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","7","1800 MHz","","","100-000000296","","AMD Zen 3 Core Architecture"
"AMD Ryzen™ 5 5600XT","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.7 GHz","3.7 GHz","3 MB","32 MB","65W","384 KB","","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","95°C","10/31/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR4","2","Up to 3200 MT/s","Discrete Graphics Card Required","","","","","100-000001585","","AMD StoreMI Technology , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 5 5600T","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.5 GHz","3.5 GHz","3 MB","32 MB","65W","384 KB","","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","95°C","10/31/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR4","2","Up to 3200 MT/s","Discrete Graphics Card Required","","","","","100-000001584","","AMD StoreMI Technology , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 5 5600GT","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.6 GHz","3.6 GHz","3 MB","16 MB","65W","384 KB","45-65W","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","AMD Wraith Stealth","95°C","01/08/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","7","1900 MHz","","100-100001488BOX","100-000001488","100-100001488MPK",""
"AMD Ryzen™ 5 5600GE","Ryzen","Ryzen 5000 Series","Desktops","6","12","Up to 4.4 GHz","3.4 GHz","3 MB","16 MB","35W","","","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","95°C","4/13/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™  Graphics","7","1900 MHz","","","100-000000261","100-100000261MPK",""
"AMD Ryzen™ 5 5600G","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.4 GHz","3.9 GHz","3 MB","16 MB","65W","","45-65W","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","95°C","4/13/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™  Graphics","7","1900 MHz","","100-100000252BOX","100-000000252","100-100000252MPK",""
"AMD Ryzen™ 5 5600","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.4 GHz","3.5 GHz","3 MB","32 MB","65W","384 KB","","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","90°C","04/04/2022","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 4.0","DDR4","2","Up to 3200 MT/s","Discrete Graphics Card Required","","","","100-100000927BOX","100-000000927","","AMD StoreMI Technology , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 5 5560U","Ryzen","Ryzen 5000 Series","Laptops , Desktops","6","12","Up to 4 GHz","2.3 GHz","3 MB","8 MB","15W","384 KB","10-25W","TSMC 7nm FinFET","No","FP6","","","","105°C","01/12/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 , LPDDR4X","2","","AMD Radeon™  Graphics","6","1600 MHz","","","","","AMD Zen 3 Core Architecture"
"AMD Ryzen™ 5 5500U","Ryzen","Ryzen 5000 Series","Laptops , Desktops","6","12","Up to 4 GHz","2.1 GHz","3 MB","8 MB","15W","","10-25W","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","7","1800 MHz","","","100-000000375","",""
"AMD Ryzen™ 5 5500H","Ryzen","Ryzen 5000 Series","Laptops , Desktops","4","8","Up to 4.2 GHz","3.3 GHz","2 MB","8 MB","45W","","35-54W","TSMC 7nm FinFET","","FP6","","","","105°C","06/23/2023","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","6","1800 MHz","","","100-000001389","","AMD Zen 3 Core Architecture"
"AMD Ryzen™ 5 5500GT","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.4 GHz","3.6 GHz","3 MB","16 MB","65W","384 KB","45-65W","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","AMD Wraith Stealth","95°C","01/08/2024","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","","Radeon™ Graphics","7","1900 MHz","","100-100001489BOX","100-000001489","100-100001489MPK",""
"AMD Ryzen™ 5 5500","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","6","12","Up to 4.2 GHz","3.6 GHz","3 MB","16 MB","65W","384 KB","","TSMC 7nm FinFET","Yes","AM4","AMD Wraith Stealth","","","90°C","04/04/2022","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Discrete Graphics Card Required","","","","100-100000457BOX","100-000000457","","AMD StoreMI Technology , AMD Ryzen™ VR-Ready Premium"
"AMD Ryzen™ 3 5425U","Ryzen","Ryzen 5000 Series","Laptops , Desktops","4","8","Up to 4.1 GHz","2.7 GHz","2 MB","8 MB","15W","256 KB","","TSMC 7nm FinFET","No","FP6","","","","95°C","01/30/2022","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","","AMD Radeon™ Graphics","6","1600 MHz","","","100-000000586","",""
"AMD Ryzen™ 3 5425C","Ryzen","Ryzen 5000 Series","Laptops , Desktops","4","8","Up to 4.1 GHz","2.7 GHz","2 MB","8 MB","15W","256 KB","","TSMC 7nm FinFET","No","FP6","","","","95°C","","ChromeOS","PCIe® 3.0","DDR4","2","","AMD Radeon™ Graphics","6","","","","","",""
"AMD Ryzen™ 3 5400U","Ryzen","Ryzen 5000 Series","Laptops , Desktops","4","8","Up to 4 GHz","2.6 GHz","2 MB","8 MB","15W","","10-25W","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","6","1600 MHz","","","100-000000288","",""
"AMD Ryzen™ 3 5305GE","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","4","8","Up to 4.2 GHz","3.6 GHz","2 MB","8 MB","35W","","","TSMC 7nm FinFET","Yes","AM4","","","","95°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","6","1700 MHz","","","100-000001805","",""
"AMD Ryzen™ 3 5305G","Ryzen","Ryzen 5000 Series","Desktops , Boxed Processor","4","8","Up to 4.2 GHz","4 GHz","2 MB","8 MB","65W","","45-65WW","TSMC 7nm FinFET","Yes","AM4","","","","95°C","","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","6","1700 MHz","","","100-000001802","",""
"AMD Ryzen™ 3 5300U","Ryzen","Ryzen 5000 Series","Laptops , Desktops","4","8","Up to 3.8 GHz","2.6 GHz","2 MB","4 MB","15W","","10-25W","TSMC 7nm FinFET","","FP6","","","","105°C","1/12/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","6","1500 MHz","","","100-000000376","",""
"AMD Ryzen™ 3 5300GE (OEM Only)","Ryzen","Ryzen 5000 Series","Desktops","4","8","Up to 4.2 GHz","3.6 GHz","2 MB","8 MB","35W","","","TSMC 7nm FinFET","Yes","AM4","","","","95°C","4/13/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™  Graphics","6","1700 MHz","","","100-000000262 (OEM Only)","",""
"AMD Ryzen™ 3 5300G (OEM Only)","Ryzen","Ryzen 5000 Series","Desktops","4","8","Up to 4.2 GHz","4 GHz","2 MB","8 MB","65W","","45-65W","TSMC 7nm FinFET","Yes","AM4","","","","95°C","4/13/2021","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™  Graphics","6","1700 MHz","","","100-000000253 (OEM Only)","",""
"AMD Ryzen™ 3 5125C","Ryzen","Ryzen 5000 Series","Laptops , Desktops","2","4","Up to 3 GHz","3 GHz","1 MB","8 MB","15W","128 KB","","TSMC 7nm FinFET","No","FP6","","","","95°C","05/05/2022","ChromeOS","PCIe® 3.0","DDR4","2","","AMD Radeon™ Graphics","3","","","","","",""
"AMD Ryzen™ 7 PRO 4750U","Ryzen PRO","Ryzen PRO 4000 Series","Laptops , Desktops","8","16","Up to 4.1 GHz","1.7 GHz","4 MB","8 MB","15W","","","TSMC 7nm FinFET","No","FP6","","","","105°C","5/7/2020","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","7","1600 MHz","","","100-000000101","",""
"AMD Ryzen™ 7 PRO 4750GE","Ryzen PRO","Ryzen PRO 4000 Series","Desktops","8","16","Up to 4.3 GHz","3.1 GHz","4 MB","8 MB","35W","512 KB","","TSMC 7nm FinFET","No","AM4","","","AMD Wraith Stealth","95°C","7/21/2020","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","8","2100 MHz","","","100-000000152","100-100000152MPK","AMD PRO technologies"
"AMD Ryzen™ 7 PRO 4750G","Ryzen PRO","Ryzen PRO 4000 Series","Desktops","8","16","Up to 4.4 GHz","3.6 GHz","4 MB","8 MB","65W","512 KB","45-65W","TSMC 7nm FinFET","No","AM4","","","AMD Wraith Stealth","95°C","7/21/2020","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","8","2100 MHz","","","100-000000145","","AMD PRO technologies"
"AMD Ryzen™ 5 PRO 4655GE","Ryzen PRO","Ryzen PRO 4000 Series","Desktops","6","12","Up to 4.2 GHz","3.3 GHz","3 MB","8 MB","35W","384 KB","","TSMC 7nm FinFET","No","AM4","","","AMD Wraith Stealth","95°C","11/11/2022","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","7","1900 MHz","","","100-000001156","100-100001156MPK","AMD PRO technologies"
"AMD Ryzen™ 5 PRO 4655G","Ryzen PRO","Ryzen PRO 4000 Series","Desktops","6","12","Up to 4.2 GHz","3.7 GHz","3 MB","8 MB","65W","384 KB","45-65W","TSMC 7nm FinFET","No","AM4","","","AMD Wraith Stealth","95°C","11/11/2022","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","7","1900 MHz","","","100-000001155","100-100001155MPK","AMD PRO technologies"
"AMD Ryzen™ 5 PRO 4650U","Ryzen PRO","Ryzen PRO 4000 Series","Laptops , Desktops","6","12","Up to 4 GHz","2.1 GHz","3 MB","8 MB","15W","","","TSMC 7nm FinFET","No","FP6","","","","105°C","5/7/2020","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","6","1500 MHz","","","100-000000103","",""
"AMD Ryzen™ 5 PRO 4650GE","Ryzen PRO","Ryzen PRO 4000 Series","Desktops","6","12","Up to 4.2 GHz","3.3 GHz","3 MB","8 MB","35W","384 KB","","TSMC 7nm FinFET","No","AM4","","","AMD Wraith Stealth","95°C","7/21/2020","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","7","1900 MHz","","","100-000000153","100-100000153MPK","AMD PRO technologies"
"AMD Ryzen™ 5 PRO 4650G","Ryzen PRO","Ryzen PRO 4000 Series","Desktops","6","12","Up to 4.2 GHz","3.7 GHz","3 MB","8 MB","65W","384 KB","45-65W","TSMC 7nm FinFET","No","AM4","","","AMD Wraith Stealth","95°C","7/21/2020","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 3200 MT/s","Radeon™ Graphics","7","1900 MHz","","","100-000000143","100-100000143MPK","AMD PRO technologies"
"AMD Ryzen™ 3 PRO 4450U","Ryzen PRO","Ryzen PRO 4000 Series","Laptops , Desktops","4","8","Up to 3.7 GHz","2.5 GHz","2 MB","4 MB","15W","","","TSMC 7nm FinFET","No","FP6","","","","105°C","5/7/2020","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4 - Up to 3200 , LPDDR4 - Up to 4266","","","AMD Radeon™ Graphics","5","1400 MHz","","","100-000000104","",""
